platform,appId,title,store_url,developer,genres,contentRating,price,free,score,reviews,app_type,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
android,com.gupsy.ai,Gupsy – AI Companion & Friend,https://play.google.com/store/apps/details?id=com.gupsy.ai&hl=en&gl=us,Neomonks Tech,Social,Teen,0,True,2.5,2,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.sible.ai,sible - AI Companions,https://play.google.com/store/apps/details?id=com.sible.ai&hl=en&gl=us,Sible Inc.,Entertainment,Mature 17+,0,True,3.7,6,companion,False,,True,"Apple, Discord",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.beloved.ai.lover.virtual.chat,AI Companion - Character Chat,https://play.google.com/store/apps/details?id=com.beloved.ai.lover.virtual.chat&hl=en&gl=us,Infinity Store,Entertainment,Everyone,0,True,,,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.infolens.voice,AI Voice Chat Companion Friend,https://play.google.com/store/apps/details?id=com.infolens.voice&hl=en&gl=us,AMM Bells,Productivity,Everyone,0,True,4.178571,5,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.muslimai.mobile,Muslim AI Companion,https://play.google.com/store/apps/details?id=com.muslimai.mobile&hl=en&gl=us,Muslimai Global Network,Lifestyle,Everyone,0,True,0,0,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.blushai.meet,BushyAI - Your AI Companion,https://play.google.com/store/apps/details?id=com.blushai.meet&hl=en&gl=us,Dubai Bolivia SRL,Entertainment,Teen,0,True,4.1165047,112,companion,False,,True,"Google, email/password",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,ai.mistral.chat,Le Chat by Mistral AI,https://play.google.com/store/apps/details?id=ai.mistral.chat&hl=en&gl=us,Mistral AI,Productivity,Teen,0,True,4.4455447,241,general_purpose,True,https://chat.mistral.ai,True,"email/password, Apple, Google",False,,False,False,"Pro: unlimited messages, advanced models, priority access",$14.99/month,"en, fr, de, es, it, pt, and many more"
android,ai.ninjatech.mobile,"Ninja AI: Chat, Code & Create",https://play.google.com/store/apps/details?id=ai.ninjatech.mobile&hl=en&gl=us,NinjaTech Ai Developer,Productivity,Teen,0,True,3.28,66,general_purpose,False,,True,Google,False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.qianfan.aihomework,Question.AI - Chatbot&Math AI,https://play.google.com/store/apps/details?id=com.qianfan.aihomework&hl=en&gl=us,D3 DIMENSION TECHNOLOGY PTE.LTD.,Education,Everyone,0,True,4.6297183,12870,other,False,,True,"Discord, Facebook, Tiktok, email/password",False,,False,True,,Free,en
android,com.companionai.template,Companion AI - AI Chat Buddy,https://play.google.com/store/apps/details?id=com.companionai.template&hl=en&gl=us,Nautillus,Communication,Everyone,0,True,,,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.codespaceapps.aichat,Chatbot AI - Search Assistant,https://play.google.com/store/apps/details?id=com.codespaceapps.aichat&hl=en&gl=us,Codespace Dijital,Productivity,Everyone,0,True,4.3714876,3628,general_purpose,False,,True,"email/password, Google, Apple",False,,False,True,,Free,en
android,com.herai.aiboychat,Her AI: Virtual Companion,https://play.google.com/store/apps/details?id=com.herai.aiboychat&hl=en&gl=us,Zekiert,Entertainment,Mature 17+,0,True,,,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,newway.open.chatgpt.ai.chat.bot.free,Chatbot AI - Chat & Ask AI,https://play.google.com/store/apps/details?id=newway.open.chatgpt.ai.chat.bot.free&hl=en&gl=us,Newway Apps,Productivity,Everyone,0,True,4.4339623,765,general_purpose,False,,True,"email/password, Google, Apple",False,,False,True,,Free,en
android,com.anthropic.claude,Claude by Anthropic,https://play.google.com/store/apps/details?id=com.anthropic.claude&hl=en&gl=us,Anthropic PBC,Productivity,Teen,0,True,4.688637,9584,general_purpose,True,https://claude.ai,True,"email/password, Google",False,,False,False,"Claude Pro: priority access, longer context, more usage",$20/month,"en, es, fr, de, ja, ko, zh, pt, it, ru, and many more"
android,com.luna.companion,Luna — Your AI Companion,https://play.google.com/store/apps/details?id=com.luna.companion&hl=en&gl=us,BlueOrbit Intelligence,Lifestyle,Everyone,0,True,,,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.chat.pro.plus.smart.chatbot.ai.writing.tool,AI Chat App - AI Chat bot,https://play.google.com/store/apps/details?id=ai.chat.pro.plus.smart.chatbot.ai.writing.tool&hl=en&gl=us,App Holdings,Productivity,Everyone,0,True,3.990099,178,general_purpose,False,,True,Phone,False,,False,True,,Free,en
android,com.rove.travel.groups.friend,AI ChatBot Companion,https://play.google.com/store/apps/details?id=com.rove.travel.groups.friend&hl=en&gl=us,Glynk,Social,Teen,0,True,5,8,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,edu.mit.appinventor.aicompanion3,MIT AI2 Companion,https://play.google.com/store/apps/details?id=edu.mit.appinventor.aicompanion3&hl=en&gl=us,MIT App Inventor,Education,Everyone,0,True,3.125,737,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.ouraca.aibrary,Aibrary: AI Learning Companion,https://play.google.com/store/apps/details?id=ai.ouraca.aibrary&hl=en&gl=us,Ouraca lnc.,Education,Teen,0,True,4.818182,1,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.sider.ChatGPT.android,Sider: AI GPT Deep Chat,https://play.google.com/store/apps/details?id=ai.sider.ChatGPT.android&hl=en&gl=us,Sider.ai,Productivity,Everyone,0,True,4.43,190,general_purpose,True,https://sider.ai,True,"email/password, Discord, Google",False,,False,True,No paid subscription - free,Free,en
android,ai.chat.app,Chatbot - AI Smart Assistant,https://play.google.com/store/apps/details?id=ai.chat.app&hl=en&gl=us,HubX,Productivity,Everyone,0,True,4.378071,2057,general_purpose,False,,True,"email/password, Google, Apple",False,,False,True,,Free,en
android,com.ffp.jarvis_chat_gpt,Jarvis - AI Chatbot,https://play.google.com/store/apps/details?id=com.ffp.jarvis_chat_gpt&hl=en&gl=us,Finally Free Productions Corp.,Communication,Everyone,0,True,3.93,81,companion,False,,True,Apple,False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.ym.ai.assistant.echo,echo.ai - AI companion,https://play.google.com/store/apps/details?id=com.ym.ai.assistant.echo&hl=en&gl=us,ChainJoy,Social,Everyone,0,True,2.8,3,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.character.luna,Luna - AI companions,https://play.google.com/store/apps/details?id=ai.character.luna&hl=en&gl=us,Tap AI,Entertainment,Teen,0,True,3.7037036,9,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.storyverse.ai,Novatar AI – 3D Companion Chat,https://play.google.com/store/apps/details?id=com.storyverse.ai&hl=en&gl=us,Voidcognia,Entertainment,Teen,0,True,,,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.aichatbotassistant.app2024.android,Ocean AI－Chatbot・Ask Anything,https://play.google.com/store/apps/details?id=com.aichatbotassistant.app2024.android&hl=en&gl=us,Ocean Float Mobile,Productivity,Teen,0,True,3.8832116,453,general_purpose,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.jenny.ai.companion,Jenny : Ai Companion,https://play.google.com/store/apps/details?id=com.jenny.ai.companion&hl=en&gl=us,Car games 2020 - Pixel Square Digital (PVT) LTD,Entertainment,Everyone,0,True,,,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.open.ai.chat.bot.ask.questions,Ai Chatbot - Talk to Ai Bot,https://play.google.com/store/apps/details?id=com.open.ai.chat.bot.ask.questions&hl=en&gl=us,Card Scanner,Productivity,Everyone,0,True,4.105769,159,general_purpose,False,,True,"email/password, Google, Apple",False,,False,True,,Free,en
android,com.channel.ai,Channel - AI Videos and Chat,https://play.google.com/store/apps/details?id=com.channel.ai&hl=en&gl=us,Channel AI,Entertainment,Mature 17+,0,True,3.7019231,189,general_purpose,False,,True,"Discord, Twitter",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.cyberdavinci.gptkeyboard,Answer.AI - Your AI tutor,https://play.google.com/store/apps/details?id=com.cyberdavinci.gptkeyboard&hl=en&gl=us,AnswerAI Lab,Education,Everyone,0,True,4.737459,6098,other,True,https://answer.ai,True,"email/password, Apple",False,,True,False,"Premium: unlimited homework help, step-by-step explanations, flashcards",$9.99/month,en
android,com.bluell.ai.mentalhealth,AI Mental Health Companion,https://play.google.com/store/apps/details?id=com.bluell.ai.mentalhealth&hl=en&gl=us,Bluell Inc.,Health & Fitness,Everyone,0,True,0,0,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.yapailabs.talkingbuddyai,Talking Buddy: 3D AI Friend,https://play.google.com/store/apps/details?id=com.yapailabs.talkingbuddyai&hl=en&gl=us,yapAI Labs,Entertainment,Teen,0,True,3.4,0,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.KalromSystems.VoiceChatGPT,AI Voice Chat Bot: Open Wisdom,https://play.google.com/store/apps/details?id=com.KalromSystems.VoiceChatGPT&hl=en&gl=us,TarrySoft,Productivity,Everyone,0,True,4.58498,970,general_purpose,False,,True,"email/password, Google, Apple",False,,False,True,,Free,en
android,com.enjoy.aichat.chatbot.mindchat,AI Chat bot build on GPT MChat,https://play.google.com/store/apps/details?id=com.enjoy.aichat.chatbot.mindchat&hl=en&gl=us,"AI Music AI Video Generator, AI Chat AI Girlfriend",Productivity,Everyone,0,True,4.4347825,40,general_purpose,False,,True,"email/password, Google, Apple",False,,False,True,,Free,en
android,io.blueheart.socialanxiety,AI Anxiety Virtual Pet BFF Emy,https://play.google.com/store/apps/details?id=io.blueheart.socialanxiety&hl=en&gl=us,Blueheart Technologies Ltd,Health & Fitness,Everyone,0,True,4.142433,1782,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.microsoft.copilot,​​Microsoft Copilot,https://play.google.com/store/apps/details?id=com.microsoft.copilot&hl=en&gl=us,Microsoft Corporation,Productivity,Everyone,0,True,4.6398273,33590,general_purpose,True,https://copilot.microsoft.com,True,Microsoft account,False,,False,False,"Copilot Pro: priority access, advanced models, Office integration",$20/user/month,"en, es, fr, de, ja, ko, zh, pt, it, ru, ar, hi"
android,ai.flast.app,Flast: Honest AI Companion,https://play.google.com/store/apps/details?id=ai.flast.app&hl=en&gl=us,Codixus,Tools,Everyone,0,True,,,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,app.athenaai,Athena AI Life AdvisorGPT,https://play.google.com/store/apps/details?id=app.athenaai&hl=en&gl=us,Athena AI Ventures Inc,Lifestyle,Everyone 10+,0,True,4.108911,54,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
android,com.loora.app,Speak English with Loora AI,https://play.google.com/store/apps/details?id=com.loora.app&hl=en&gl=us,Loora AI,Education,Everyone,0,True,4.8964496,1822,other,False,,True,Facebook,False,,False,True,,Free,en
android,xyz.chatboxapp.chatbox,Chatbox AI: Powerful AI Client,https://play.google.com/store/apps/details?id=xyz.chatboxapp.chatbox&hl=en&gl=us,Mediocre Company,Tools,Teen,0,True,4.1,92,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,com.dreamai.synthiai,Synthi AI: English with AI,https://play.google.com/store/apps/details?id=com.dreamai.synthiai&hl=en&gl=us,DreamAI Technologies,Education,Everyone,0,True,,,other,False,,True,"email/password, Google, Apple",False,,False,True,,Free,en
android,de.knowunity.app,Knowunity: AI Study & Homework,https://play.google.com/store/apps/details?id=de.knowunity.app&hl=en&gl=us,Knowunity,Education,Everyone 10+,0,True,4.5742574,674,other,True,https://knowunity.com,True,"email/password, Apple, Google",False,,False,True,No paid subscription - free,Free,en
android,com.ironlab.chataiassistant,Chatbot AI Assistant AI Chat,https://play.google.com/store/apps/details?id=com.ironlab.chataiassistant&hl=en&gl=us,AI Labworks,Productivity,Everyone,0,True,3.7894738,5,general_purpose,False,,True,"email/password, Google, Apple",False,,False,True,,Free,en
android,com.elnova.syboai,Sybo.ai: AI Companion,https://play.google.com/store/apps/details?id=com.elnova.syboai&hl=en&gl=us,LovedOnes,Lifestyle,Everyone,0,True,4.181818,9,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
android,ai.mybuddy.talkingflashcards_new,Buddy.ai: Kids Learning Games,https://play.google.com/store/apps/details?id=ai.mybuddy.talkingflashcards_new&hl=en&gl=us,AI Buddy Inc.,Education,Everyone,0,True,4.6764708,1924,other,False,,True,email/password,False,,False,True,,Free,en
android,com.fsoydan.oakai,Oak AI - Chat AI on Wear OS,https://play.google.com/store/apps/details?id=com.fsoydan.oakai&hl=en&gl=us,F. Soydan,Productivity,Everyone,0,True,3.142857,11,general_purpose,False,,True,"Google, email/password",False,,False,True,,Free,en
android,ai.praktika.android,Praktika – AI Language Tutor,https://play.google.com/store/apps/details?id=ai.praktika.android&hl=en&gl=us,Praktika.ai Company,Education,Everyone,0,True,4.6665816,7493,other,True,https://praktika.ai,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited speaking practice, advanced feedback, avatar lessons",$8/month,en
